key,source,Translation
53C60B944829E64C8A0158A1009D2BC9,- P_ArcsBetween2points,
94833E964DF51BEF69CD8DAD68737DCB,- P_BounceEffect,
A3F365F247D0FBAC59EE858AFFCDF599,- P_Clouds,
D620D9B9477CECCC5FDA12BC431CD502,- P_Clouds,
B7B6B6874C5F74CEB7BF28A85456649C,- P_ElectricArc,
71359F10433F36E2B30D2096250A586B,- P_ElectricArcCannon,
832AC8394B7EF1B3795235B6648100FB,- P_Electric_Aura,
F8DDCEC745E1625DAF2EE787589DCB48,- P_Electric_Aura,
F68D3C6E4444DF9F44E58891E79D3E4D,- P_Explosion,
4A10A75541A167956FBEB1A676C89237,- P_Halo,
63FF50AB44598FAD5B473F97F230CBFC,- P_Halo,
8E9C81DC478A60C6C35C04BF15628497,- P_Halo,
B9B6DB63499C2682501BCAB01D0C379F,- P_Halo,
28C77CF54BCFC922966E3EAF3E1531C1,- P_Laser,
333EA2D24948197E8E962F8DF7D3F038,- P_Laser,
E375F94840CB22B8B7508DB818B5B761,- P_Laser,
5DCBB70E4F1DB5B75375C982EC8B619F,- P_Laser_Lightning,
B3619014448627259E9AD99349FA454F,- P_Laser_Lightning,
D29EB0F64A475114962DFC80620C9CDC,- P_Laser_Lightning,
AC05104A4FB656B557F49A8BF09049DD,- P_PermanentArc1,
F518FD454F383936A274DCA55455B6D5,- P_PermanentArc2,
4AB6CA8446A6C86925D0B0A75DF5F7B8,- P_Projectile,
723CFC6A4F0F977659C37FB2D6F0AE45,- P_Shield,
836BEC914C160EA5A007949CA0F03617,- P_Shield,
B8B8DB0149F7992ED1EDB6A842687485,- P_SkMesh_LightningFlat,
D19D336940EE6C64A372E381FCF7F015,- P_SkMesh_LightningFlat,
F665DEB84BABCC31D43305962D3D4E3C,- P_SkMesh_LightningFlat,
9733A1154649A3CA84E8B8B17F283A10,- P_SkMesh_Lightning_V1_25,
7EB225FD497B841F77EC55AED0F3D1AC,- P_SkeletalMesh,
C73BF42E41320BA3B41AB99902A6F5AF,- P_SpawnProjectile,
EF68116D4B8443CD003CB0B77F2DA2F2,- P_Spawn_Aura,
BA131EF544BEEFA496D3AE94CA3639E7,- P_StMesh_Lightning_FLAT,
F04AB44A4027FEDC44A401B43EEB5373,- P_StMesh_Lightning_V1_25,
9F0F8B894F29CC19A40104B6357B62C6,- P_StaticMesh_Lightning,
D04CBE214D572584C8E12B8E7B5A03DC,- P_StormLightning,
298039EE4A63FD2B45BCC480DB693708,- P_StormLightning_V1_25,
C882F9424AEB072330FA7596E7E4453E,- P_StormLightning_V1_25,
59F1CD9947FEC89DB543DF84DA0D0AF5,- P_VR_ArcsBetween2points,
996F6D5D468CFFE9F02B78AD93F10583,- P_VR_BounceEffect,
52F4763F46230CD722937AAECEB53366,- P_VR_Clouds,
6A532094454A5614ED83D7A58A056AEC,- P_VR_Clouds,
C14912C4437583ACC82C988BB6479DA8,- P_VR_ElectricArc,
86ADAC9B44E4F699F96866ADB55A693D,- P_VR_ElectricArcCannon,
86F6FF7345A36BA0C7B1139090264AC2,- P_VR_Explosion,
41F3FAB54CAFB3B95954608063644861,- P_VR_Halo,
FE2127544A316AFED4B1FCBEB8DF369F,- P_VR_Halo,
C9A160764DEEB17328A3C1870FACF79E,- P_VR_Laser,
7F986622437487EBF6C773B72B94093E,- P_VR_Laser_Lightning,
E237DAC24702587134CF0BA114A55469,- P_VR_PermanentArc1,
A7ADA09046DA4988E72A498AE681EB8A,- P_VR_PermanentArc2,
CC224A7A4E863AB57B2C8E8F0CF0B18A,- P_VR_Projectile,
431321E3429D915622676D9452993FF8,- P_VR_Shield,
7565749E48EE3D6E9C77E1885D25E6BD,- P_VR_Shield,
FFBBCD3846195A98677DF39F2E72A004,- P_VR_SkMesh_LightningFlat,
D0126E5F4792049EEA9A26B1B5CE18AF,- P_VR_SkMesh_Lightning_V1_25,
F463DF7F4DACB35870BD379246EA32B2,- P_VR_SkeletalMesh,
7E3B42DA4918617F08D31DBFF9CBCDC4,- P_VR_SpawnProjectile,
F9DD36444CC82D9A0F43B689B1616C66,- P_VR_Spawn_Aura,
4C4DE02340853956CA24AC8F4541B2E2,- P_VR_StMesh_Lightning_FLAT,
D9D3E70647B2114DFA95ABA9376E121A,- P_VR_StMesh_Lightning_V1_25,
123D10644CAB694037AE6EB8B9AE413E,- P_VR_StaticMesh_Lightning,
9EB29099453DCB16CA8D18ABF656E35A,- P_VR_StormLightning,
0FE0E23B484BDD25C54C4CB8996E703C,- P_VR_StormLightning_V1_25,
43DEDD9A42302B9F16880EB1D24EC48A,- P_VR_StormLightning_V1_25,
C1CAF21D4378C5E8D7612EA974E2000E,- ST_SkMesh_Bone_Mass,
CD413EFC41B609CFBFBB54949C325DDC,- ST_SkMesh_Bone_Mass,
1185078E4AFB8BF9CB1571B5297DDB17,...,
26A20EE44CC65ABDA5D3EA9849C31047,...,
41C130E844A3F68251E462ACF0D244F7,...,
76DAAA1C40123AE22082E1946C4596A9,...,
7C854D7F482A8CADD3DE8AA00D379CCB,...,
A2C11AD6470B63DF5CE219B148ED3B3E,...,
AA3F0D1A493159408924729A1D1B6634,...,
D5C693C94B9381D43D89EC9D8D1FED43,...,
DF81F62E43D8FC1FD6639185762E0E7C,...,
F4B8243541D39CC9743DF58DE13F1EB5,... But your majesty – he was your son... he is still out there...,
B098C8594ADF3749C8048684D2EFA41A,... Percival may be hiding the last of his plunder in the basement... See if you can open the hatch.,
31C30C864AF5360DB0520F8ADA8FFBE7,... like this one!,
27C208EB4AA57A57D53A5AABF0EF74A6,"... memorable looks, will go down in Orangeburg history.",
5B76CF22401BEDEB970EF1A4B9843422,... to religion!,
43402BB34759B2820B5695A7DDFA07B8,....,
2289A18E4B53B38229239586217746EB,.... ehrm....              ,
4D9D32B041A8317C868E14806C9C0BBC,........,
30B90EB94C0BCF84864F718DA85E5EB9,.........,
165549C44CE84540AB883897B837A4FE,..........,
A1DB84114DB9469F71F2148E02B7A1F3,...Hi! Wow!,
F0D2F77D4F1717271A58E2A111145942,"...I love Supraball, but I need gold nuggets!",
98EDC0284CFF3522228ED0AB6103D8DA,...a Sandbox built by HIM. HE controls everything!,
A33AD5634E1C2B93644C5CA2C012E0EF,...and it threw off our calibrations!,
E50DC72A408A23E91E01639242254F16,...and today is no exception.,
EB4E52A84F104739A98DDB904F8191CA,...defeated? ,
8210D9B745F132019B0B1DAA2DE8120E,...in the OTHER box!,
11D20FB24208EB6FA5C856A566A6A793,...instead of the jump height upgrade....,
CB829D5643993571904411AF82D02C28,"...not because you're blue!",
847790B540C5621E57B7FC88FA37EE8E,"...ok, done!",
095208D044690BA374DCD2BBCC14346F,...really?,
782BC1A14E8E624A409608960E7F2110,...thin wire...,
0E99F19D4DBD20485280E7B768EE01D8,...yes... good job.,
3BD196D14297B52F5DDBAE9AF7C41EB0,0,
13FD7BFE40B33C949376F19C3CEF1072,0.0,
2C2BD8F04DC32F547340798B6A7D68A8,0.0,
65EB2ADA41A8E9C996D78DA2E4B58C50,0.0,
6F80A6C34BC5E2CBAED0FB9C7E74B397,0.0,
8DC8DAD148D971A4E65F7D97AFA3BD21,0.0,
8E111B4641D6B2E0B1843EAFA7C0FBBF,0.0,
8FB9F15F4B39EA79A8043BB72E25E142,0.0,
C3DCE34346B57AF0A28AF6ADCE982243,0.0,
C5ABACC94B54CFDF74C87B9E8B43F59B,0.0,
F8AF52C34DB582FD94BE9686C50C33AC,0.0,
6E258BC349C3557F23D7548F35644333,1. Jump then,
E76A1A794E87BEB93D72969472ED49A5,100,
F9BF3D9842F6F7E264F19091169FFA36,"2 of the 3 green moons are missing so this door can't open. They are hidden in chests somewhere under the red crystal. This powerful tool will help you find them.",
714431A3451CB7B8843D4E9487D8070A,2. Stomp,
90C5D65844E2675D3BDE14AFC84B64FC,2nd Fire,
98A85FBA472B7059EB1F72A2263DF84C,2nd Fire,
55CB451F4AA670EE002326B50A7DAB07,"Six hours. Then he rested for one hour. Crazy, isn't?",
92EE17ED4CAEDE8CE9D87E8BD8F06458,?!,
9BD023A94F3A6E663FEC1E96D54F431A,?!,
F116F5E44726732A9FB5C4829722C239,?!,
FEB39B474784825D50F8F89ED40C045F,?!?!,
67DA5C0C4BA7DC06664D7086E84CEBBF,??,
6DBE7DFB45194747E43C1DB3EE9F0B31,??,
E38D35C44AE7D78F8C9C12A92E5BAB1F,??,
0343AE94437BF896F9228BA90E76DC21,??!,
1C65085945BA44FE7A116EAC5F731B8B,??!,
A233C03E47C28E86626F8AADBBB8545E,??!,
0C39B0A343A3F8B52E7D6ABBF41204C3,"A Force Cube and a gun is all you need to solve it. Go for it! You don't need to touch any button yourself.",
47245F99491E7980E5745C8CECB69F11,A bird found its way into my cage?,
9ABBF8DD4F966C872CFE4C8514B493BB,A fellow red guy gave it to me.,
BAD64FAA4C2305E645C6D1BF81E144F3,A game by,
B30C8E9C4ED41512D4938CACEF8667F9,A gold door...? The Queen spares no expense... but how do I open it...?,
746179A74A234A479F5CE7B8B4EF3FE5,A green gun. What does it do?,
1C87D16C4D7ED8082110139B84634D79,A mighty pirate. Died by insult. You took his sarcastic looking skull friend. He will look nice on the shelf at home.,
136EC8BA48BF98BBFCFB3DAD99A2F797,A new physique...? I heard of some bleeding edge research into body-swapping...,
25B5608943292BAADBAB05A2DE9583C5,"A particularly nasty collision, that one. Still keen to play guinea pig?",
7F6BF7B946C0E8B982BF44959343B368,A quick break before I continue.,
768CC4E547AE7D3165B0DBACB6095D14,"A second genesis? The boygod, bored, renovates his sandbox...",
30AF826C4C4E65B9C8902CA42C845CA3,A true holy spirit. Come in!,
9C79905F455DA54C5C16FDB1D0D6BA86,A true holy spirit. Come in!,
552E5DB24E31FFFDB4E225B8A9C30378,"A visitor. Curious color... Well, make yourself at home. ",
7ABA8B7C44CDA8D3B8851DB6D5D1C7F0,A wet sponge and a moving platform can both conduct electricity!,
4F0D72AB438200998B1D42947F59378F,Ability 1,
1986331445C2E0EB1CB40586CA903CF3,Ability 2,
2A5F47A2415940263E1D77BFC79C8FA9,Ability 3,
631003D445994C429F186D9E95E9F813,Ability 4,
B4C704424A400C705D6D709BC354F5B9,Absorbs 3 Damage,
4D3E9B404E38BA7E1DDE0F99EC3E509D,Achievement,
820FA80043C6E8DA83EDB28A5A6D267E,Achievement unlocked: Town,
44B45C47480CD4E4F7092D89CB0AAAE9,Add Hidden Actors<cf>To Collection,
E5C7ED2A4BB5D8E3D56650B23B3FD9D6,"Adds 100% to the damage of your stomp ability (if owned). Only affects enemies, not things.",
1D1B2B87440930D00E2E15AFD4AEEF3E,"Adds 33% to the damage of your stomp ability (if owned). Only affects enemies, not things.",
A9A8ED2D494DE2C13C92BF9B9B8CA98D,"Adds 50cm to the radius of the stomp attack, giving it a radius of: ",
BA814CB44F389BF632B644A0B10E9962,"Adds 5m to the radius of the stomp attack, giving it a radius of: ",
91689DE848CE3AC66E8AD58BF389FA85,Adventure Hat,
4F146DCB4F7D645C8B2D36BF269EDA36,Adventure kid hat,
5466D64540B0342A8BB62D8FABDBFF54,Affects cull volumes and foilage end cull distance,
AC0DCAD846D91053F80ED68631EE279E,"Affects motion blur, AO, bloom, eye adaption",
7EC135D946AB57D47C96C4A1BD8C95FB,"Affects translucency, reflection",
23935E164B9B8AABBD350EA5029CC5F7,"After having bought the game, you will automatically continue right here - the savegame is compatible.",
51E62CA94C0A171333E0EB829FD22EED,Again with the burglaring! We got ourselves a stealmarket economy over here! ,
D2087F5848A24260AEFA6F89DDC478C8,"Ah, interloper!",
89EABA8E4D99E018321DEF812D8D81A5,"Ah, stranger. Someone clocked the thief pegging it from his latest conquest. We'll follow up on that. Well done.",
EA8D460B42C39F476BAFB8BC451CCAC2,"Aha, shiny is mine",
21539A3545C1AB78B47DEB9958792FD1,"All Blues agreed, that Reds deserve no more water!",
F66F534F4587AA31F61B91ABC12579C3,All clear!,
64A301D84F47D111480010B5DC93E5AB,"All right, move on! Nothing to see here! Please disperse!",
6963A31C41102C2010903AB4CA0E9CD2,All these monsters and thieves...,
17F8286944ECCE0FD2E1549FD6BD2207,"All those black rocks came down, and now the area is filled with monsters...",
D08046A346D94B8AD8554A98C3202DCF,"All those protestors went and joined that Firth guy's crazy ""round"" cult...",
AB970B4347D14C7E9EE1B1880DBAA696,Almost!,
1790FA95413008616F4EE38580805F5E,Already got a rusty object?,
BA70BC1C4D12C9F887D7E1A184100EC9,Alright man!,
B20F5E19448F996D4CD89EA62D3B203F,Alright man! ,
CB0DD76B4394DE530E8E85B017E0E702,"Alright, you got me...",
791553034A31E1ECB8797B8103AA27EE,Also mine!,
289888584CAD7FC90694A58CBBA9BFD0,Alt+F4! No noobs here!,
88465A3A4303445A8A630CAED994ED2F,Alt+F4! No noobs here!,
AC448C7645DCB1DCC17FC99947BD9F87,Alt+F4! No noobs here!,
EAEC93F24F22F167FB6C6AAB1BAC9009,Alt+F4! No noobs here!,
A42FA0A847B620E7EF3E018B83721AB9,Always get the upper ground!,
57CF52A1436D00F710AA08975F8E3CC5,"Amazing game, so much better than its predecessor!",
20FB594642E5E10414F09C92E10B332B,Amazing!,
48A5C00340AEF37776DAD391B656CCC8,Ammo Refill Speed +66%,
B47E5C32458D2199AB9174B1D22A4502,Ammo Refill Speed +66%,
F458668B4FE8EF3962471DBF4C459DBB,And here is the proof!,
016FCA8B4D9FA5C1A55CF49FB77DBEDB,"And here you are, out here destroying all of it! Stop fixing stuff! Stop connecting stuff!",
E5D8C5D743D4FF8E7BE43F9F81C764FE,"And it's only 02:00... Come onnnn...",
97A164EC44C07A8FF47A85883F1187D6,And just when business was finally booming!,
62BCDEBE47B981DD15C478AA271F11B2,And stay out!,
165C029E4249A120F4681C9CF0EF5242,And the queen!,
E774EAE44464B568B941478CFBAE1D91,"And then Mr. Miracle showed up, and he was purple!",
06943A474ECFB4B9A76BA5B8F7D39622,And then this purple cube fell from the sky and ...look at that poor guy.,
7A53A3AD4BBDFB5EA1EE31876302B8E0,And what happens when you fall off the edge of that sandbox that you believe in?,
7292E4894A7F97E77B21E888669C6B45,"And you'll never prove it! ",
EC865480456EFCAD97A9E1AE3212AA1D,"And, um, if you can’t find any scrap, Hildegard is in the Infirmary. She might know where to find some.",
E26559D04586AF6530435D8C783C0E9B,And?,
64AEB38A4AA23AF307F0BDBF589F5FFB,Anti-Aliasing Mode,
36B657A045282999299D099E464C945C,Anti-Aliasing Quality,
75AE7943486F92BA785D54810C5E6911,Any idea why no-one visits my Sponge-Shop? My sponges suck the best. They suck fluids of all kinds!,
9811E1B540FDAA7BD96F29B25A4C45B7,Any monsters out there?,
486FA3E34B5C26341ED0C9909389850D,"Anyway, I think I can help you too.",
61D794704124F16474D06EBDABCE9CD2,"Anyway, thanks for listening.",
A619F78B4CCE438DD4B958BBFC1921AF,"Anyway, yes, we'll send a rocket right after you, Interloper. ",
44BCB3AB4624C732EE3D0A8D48AB08A8,Application not connected to Steam,
C46C5FD245B34309B017DE9C6CA79D37,Apply,
BBAC728A410FA3E0A62DE89052FCEA42,Apply Settings,
89FE7E5A41E075A1C222CD8C3D7AC7C5,Are you a loser or can you build me a halfpipe?,
59DC374A41933572AF75328DEEC77552,Are you a regular NPC?,
2C1E27AD4394BAE5229E3DB5B431C8CA,"Are you kidding me? You can't smash anything with Redstone! How did you even craft this? ",
D5E73ACD46156B39CE56B3A64B7B024F,"Are you looking to better yourself, or deal some damage ?",
636B78B743BA3241FE970B8DC0642FB5,Are you still brave enough to compete with me?,
2F05012E459E2BF260857B854CE92505,Are you still telling your people those made up horror stories about us?,
A024C4954BE2857D30095B991E4FC6BF,"Are you strong enough to carry that stone? If not, ask the gardener in town!",
FDCFC0364B70251723A69585C54C0940,Are you that rocket guy?,
71C408CC4DA956CA166F35A37892C704,Armor,
82DC97204C43A14143B603B1BCD498A1,At least the red part is much bigger.,
B90BC51442C667FA9D087EB62CBB4BFF,At some point you should really buy a button!,
7D7E58C4454FC53DCB9E90A909786B68,Attack,
E068FB2046E0443BF90DAF81B37E6B0D,Attack,
51B0E7764E1B5C08A7860D81AF8C4B1D,Attack/Fire,
129FC6F146AE25BFE56D22AE27C9961D,Attracts loot coins from far away (steady spinning coins are not affected).,
B2E64FCE47004D11A5E5459D169657D7,Audio,
C6E0D4894E9C91588A9262883DFF383F,Auto Brake in Air,
4608B76943BFB447DD102698C95A534B,Auto look up Achievement,
836B7C2643E2713903CD129F08BF88C0,Awesome!,
FE3FFCCF453260DEF02C4CBD2598E18D,"Awesome, man!",
6BD4DF5246275E829B4EDD9AD9BF1AB1,Awesome-Meter,
DE276F3A42B5E3A15AC7F2A4789DC31F,Awesome-Meter,
1006D1494391FE4D35F322A69A704B5C,"Awww, no carrot in the green box...",
BB4B1E9649B15026C6325B8DD6275EB2,"Awww, so pretty! You're lovely. Let me turn on the fast travel pads.",
27D6C37C4389AE0302D70CAA525E3DFF,Back,
2C5D3A3C49A80EE4F1B52792A84C8BBB,Back,
B215296E4808F1FB7674029258E376A0,Back,
8B3957E949D8E8F5B8A783902FA78B59,"Back here again?! Well, Perzival's still got some of your gear. Perhaps your gun could be of some use.",
08621FAB47E0C7F03BED5CAAC319EA9B,Back to the starting line...,
91DBD0C34962B63E01A4BBBA7B82295C,Backups,
A15603164961B626FD6E34B7077BC09D,Backups,
A371B1FA4368D9A95A891486978805A7,Backups,
1BE7DFC94AA01CE89924879BE747EFB8,Backward,
61975D434847E7489FAF13B7BCF4B04B,Bah... take it!,
22D918A74A5524B58121109224DAE69A,Barely good enough for a Wood 1 rank.,
55998AEA49B7B69A2196DA9770234AAD,Be able to float near metallic surfaces. Light metallic objects can be attracted. ,
FCAADFE8437B25059623FCA525962578,Be an obsessive completionist!,
9DD83DF14E772BBFE2446AAB17C2688E,Be back in a minute....,
B061422C498A56EAFE66D1B997394FC2,Be careful next time or we’ll be escalating this to Queen Kelda!,
0AB6291643B65743F3A0138275F98F3C,"Beautiful night, isn't it?",
0560D1EF4BFE719CB1D5F5A278C27DCB,"Because all blue people would find out, you've been lying to them about us all this time?",
CEC814154AD1F1DF153611898D330F08,Become happy!,
331CAC4243EFE01CCC81A098A6CE8B04,Been waiting for you all day long.,
A7ABC6504A227FA484A2F9909D213730,"Beeps as you get closer to Scrap, Bones, Chests...",
8A1653F8470BAE40144DBC9D92209A41,Beeps as you get closer to blocked pipes,
CAA1A27D4DBF495D2A63D3B772C25AE7,Beeps as you get closer to chests.,
2493AB4A4B9713DA024614ABB4661D81,"Before you face Rattle Hag, maybe first find enough upgrades!",
20ED14264E8C5F62762E4DBA7CD9C36F,"Big brother perzival doesn't care about us!",
0103B2B14C1B9E97967775B1A66AC646,Blocked Pipe Detector,
175C9DDD4FCE180B9EA788A8044C4C8D,Blocked Pipe Detector,
8026AD344B6EA6EFB975E59F7D8F4E34,Blond vault person had no thumb. Died shortly after noticing. You took his little toy that looks just like him. - Fallen hero souvenirs are stored in your home.,
E8B8F0A64DA48B82E520FEBD7DC6307E,Bloom,
3445E12F464EDBA491CB819E79AF5B55,Bloom intensity,
729F42974AC350CCFB965DAD7CDB729B,"We're almost there.",
0352245C4C394D24CFD035AAC1C8A3D1,Bones left:  ,
E7368C624740327D677FA6805A0D5359,"Boss, what is that thing Firth is looking at over there?",
04E7FA8E4EEE9086C01E8FA7D29245CB,Box,
BE3DCDEE430ACCFEDD6004A6E5C903BE,Brand new stuff! Just arrived! Double price especially for you!,
71D459404488B4B76F3A35889CD27936,Break into the communists house again!,
E6D78A22458F3F3DAC9B01805DE5AA1B,Break into the communists house!,
6C1EA4B24C3F2F83122DAD88647BF580,Brightness,
DC11792742BC34F99E0E6B90D0C4FA5F,Bring golden barrels to the shop for powerups!,
933C39834B24DBD0E06C9CA1E0D44F39,Bring me to Blue Ville!,
EE599C544D7D65B7A401F1BCA418EDCF,Build Rocket,
178F01B640DB569266A9B7AF2359C3EF,Build a beam bridge for the blue guy to walk up,
AC5343A343113FC6540B4B9E8C2C6553,But .....,
